idx,item_nm
6255,Подшипник
623,Переходное резьбовое соединение M22xM18
6643,Втулка 70*55*80
1202,Фильтр
300,Указатель давления масла (механический)
2761,Корпус подшипника
2530,"Штуцер угловой с наружной резьбой (G 1 1/2"" - 38 мм)"
5920,Шайба 27.0 КАМАЗ пружинная (гровер)  
4213,"Наконечник поворотный резьба внутренняя М20/М12,  Jinma 354 с ГУР правый"
2972,Кольца поршневые ZN490/ZN390 (компл. 3 шт.)
503,"Фитинг 16мм, 180, O-Ring, алюминий (автохолод)"
5543,Гидравлический насос CB-Fc40
1133,Сальник
4028,Вентилятор осевой HL-YJF16 для холодильных установок (микродвигатель)
396,Штуцер гидравлики М22/хомут (обратка)
5841,Втулка 25/13x86
2808,"Форсунка в сборе TY295IT (JD290/295), TY2100"
3229,"Двигатель дизельный КМ385BT - 282А (для XT-244, Уралец, Синтай)"
108,Сальник 62X90X10
4596,Шайба 14.0х20.0х1.5 КАМАЗ фильтров медная 
2313,"Диск колесный R16 под полуось, 8 отверстий"
1804,Рычаг отжимной (Лапка сцепления) 1- диск. DongFeng 244
3962,Фильтр топливный
2934,Трубка
6357,Шайба
1723,Кронштейн
2133,"Трубка 35/26,2x20"
1684,Шайба
4209,Фильтр гидравлики элемент Jinma 304
104,Втулка
1628,"Шестерня 3 и 4 передач неподвижная Jinma 184, 200, 204, 240, 244"
727,Коробка отбора мощности МП85.82-4202010-40 
6284,Тройник переходной 15х10х15
1673,"Штуцер угловой с наружной резьбой (G 1 1/4"" - 35 мм)"
3533,Болт
3188,Балансир
1641,Скребок
4599,Вал рулевой с червяком в сборе Уралец/Синтай (L=600мм)
3349,Распылитель IDKT 120 C (120-015 C)
5081,Пресс-масленка M8
4718,Сальник 85x110x12
1287,Пластина
4151,R180 Крышка клапанов
2338,"Фильтр 322 напорный фланцевый для серий 871, 864 (50 меш (синий) без клапана)"
5915,Колесо трактора в сборе 6.50&quot; - 16.00&quot;
4774,"Фитинг корпуса распылителя (Arag) (427525 3/4""-25)"
7181,"Прокладка ГБЦ КМ385BT DongFeng 244, Foton 244, Jinma 244"
4275,Втулка
1906,Болт
5544,Цепь
2838,Ремкомплект суппорта LiuGong
1422,"Фитинг корпуса распылителя (Arag) (426413 1/2""-13)"
6766,Распылитель ID3 120 (120-06)
2783,Подшипник D34/30
5425,Шланг 3/4&quot; HARDI
2285,"Втулка ""КАМАЗ"" кронштейна штанги реактивной   "
6281,Гайка самоконтрящаяся
2260,"Подшипник 6006, сцепления, распредвала"
6714,"Кольцо уплотнительное 80х3,55"
1040,Штифт
2784,"Прокладка КАМАЗ-ЕВРО 3,4 крышки клапанной  "
4835,Роликовый подшипник
6727,Цепь роликовая 1/2x3/16
1617,Маслопровод
5289,Болт
6504,Термостат 70 градусов
5808,Поршень ZN490
147,Коленвал 4RMAZG/ZY4
1037,Вал отбора мощности косилки в сборе
5472,Ролик натяжителя SC9D220 D16-003-03
644,Муфта 1/2 х 3/4 (12х19мм)
4223,Генератор BM58G JFW27H
1571,Диск 325 мм
2044,Покрышка Шина 4.00-14 (Елочка)
5039,Датчик
7045,Болт-скоба
3139,К.круг.с. 22 x 2 Viton
1328,Пластина крепления
5355,"Блок предохранителей в сборе с реле (с крышкой) Jinma 184, 200, 204, 244, 254"
2339,Сальник 60х90х12
171,Вентилятор тангенциальный SX (240х60) (левый)
7271,"Отвал коммунальный гидроповоротный (Беларус 82, 892, 920 и их модификации)"
4640,Приспособление для навески зубовых борон КСП-05.000
1183,Фланец D-75 Пресс-подборщик YK0850/YK0870
6659,Пластина
3542,Винт
3014,"Ковш 0,6 м³ на заднюю навеску"
3143,Гидроцилиндр 63/35/
6240,Подшипник 208 (6208)
4286,Болт KUHN
279,Клапан предохранительный КПЭ
1867,Кольцо уплотнительное 3.5&quot;
4309,Вал подъемный шлицевой Уралец/Синтай полностью закаленный
3931,"Фитинг корпуса распылителя (Arag) (426525 3/4""-25)"
5311,Болт 5/16 X 1 UNC
5714,Поршень
3733,Набор уплотнений
2028,Цепи противоскольжения 16/70-20
852,Шестерня вала №3 Z=31 редуктора подъемного навесного оборудования
3281,Крышка
11,R190-R195 Крышка двигателя боковая
94,"Корзина сцепления TY295IT, Синтай, XT- 180, 220 (1-ое сцепление)"
2292,Втулка шатуна Феншоу/FengShou FS
7050,Винт с 6-г.г. M8x70 в.с. A2
6121,R190-R195 Крышка заливной горловины масла
419,Распылитель ZCK150S430A
6526,Коллектор глушителя KM385T
5485,Штифт распорный 16x70
2651,Подшипник игольчатый
6060,Фильтр воздушный KW2440 WEICHAI WD10 612600114993
5183,"Фильтр масляный элемент Уралец/Синтай/Xingtai 180, 220, 244, 304 (18х35х69х82)"
3437,Крепление ножа
4850,Сальник
3091,Штуцер угловой под вилочное соединение F (T5 - 20 мм)
4456,Защита намотки
7273,Сальник 45х65х8
1272,ZS1115 Крышка клапанов
758,Ступица
2232,Сильфон
6707,Сальники коленвала YTO (комплект 2 шт)
1821,Лапа стрельчатая 135 мм
840,"Штуцер угловой с наружной резьбой (G 1 1/4"" - 40 мм)"
2624,Поршневая группа SD4BW45
2586,Труба K-Flex ST 6х42
151,Прокладка
1552,Шплинт (Штифт) с кольцом / Палец стопорный замковый 10х60 мм
3686,Гайка стопорная
919,Тройник переходной 54х28х54
6162,Стекло фронтальное левое кабинное DF-244 (Люкс)
1409,Турбина J95S SC11D/C6121 C38AB-38AB630+A
6634,"Ключ с внутренним многогранником 3/4&quot; GRENE, 32 мм"
1474,Кронштейн 70X 6 L= 298 HARDI
1546,К.круг.с. 32 x 3 Viton
2950,Винт с потайной головкой со шлицем оцинк. M4x35
2484,Распылитель LU 120 (120-05)
2359,Подшипник игольчатый 20х25х20
6176,Кольцо B12 V&N
5281,"Регулятор давления 5 секций мех., 150 л/м, мех. клапан"
5602,Комплект подвесок КСП 05.100 к КПС 04.000
2723,Кольцо уплотнительное
4019,"Турбина JP60S (Yuchai YCD4J22T-115, 4RMAZG,YT4)"
156,Диск R14 универсальный (со сплошной проставкой)
3968,"Суппорт тормозной м14 250200143, 4120001739"
2048,Гидроцилиндр
6593,Гайка
1239,Штуцер AV-04 с к/м трубкой (клапан Шредера)
3299,Лапа культиватора
2007,Болт
1254,Болт
2899,Болт M8x35 8.8 оцинкованный
3707,Труба Т-Смарт C-12
3955,"Фитинг 8мм, сростка 180, сталь (автохолод)"
4000,"Подшипник 6203, ролика-натяжителя приводных ремней"
2906,Фильтрующий элемент d27x69 мм (50 меш синий)
4141,Двигатель дизельный YD385T
417,Кольцо уплотнительное ADR
2251,"Ремень приводной B2980, Т15"
2396,Трубка
6790,Труба K-Flex ST 13х76
645,Ремкомплект
7165,Блок предохранителей в сборе (без крышки) Уралец 180/220
5344,Вкладыши коренные 3M78 - комплект на дизель
838,Подшипник 6306 2RS C3
